"2017-11-16 13:51:03+2:00",0,"AIN1|Analog Input 1|mA|0.000000|1.000000|mA","AIN2|Analog Input 2|V|0.000000|1.000000|V","AIN3|Analog Input 3|V|0.000000|1.000000|V","AIN4|Analog Input 4|mA|0.000000|1.000000|mA","AIN5|Analog Input 5|mA|0.000000|1.000000|mA","AIN6|Analog Input 6|V|0.000000|1.000000|V","AIN7|Analog Input 7|V|0.000000|1.000000|V","AIN8|Analog Input 8|mA|0.000000|1.000000|mA","AO1|Analog Output 1|mA|0.000000|1.000000|v","AO2|Analog Output 2|mA|0.000000|1.000000|v","DIN1|Digital Input 1","DIN2|Digital Input 2","DIN3|Digital Input 3","DIN4|Digital Input 4","DIN5|Digital Input 5","DIN6|Digital Input 6","DIN7|Digital Input 7","DIN8|Digital Input 8","DO1|Digital Output 1","DO2|Digital Output 2","DO3|Digital Output 3","DO4|Digital Output 4","DO5|Digital Output 5","DO6|Digital Output 6","DO7|Digital Output 7","DO8|Digital Output 8","RTD1|RTD - 1|2wire|pt100","RTD2|RTD - 2|2wire|pt100",RLY1|RELAY-1,RLY2|RELAY-2,RLY3|RELAY-3,RLY4|RELAY-4
"2017-11-27 09:13:48+2:00",1,OutOfRange-0.000000,0.047598,0.052598,OutOfRange-0.000000,OutOfRange-4.000000,0.047265,0.047598,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:14:48+2:00",1,OutOfRange-0.000000,0.047613,0.052946,OutOfRange-0.000000,OutOfRange-4.000000,0.04728,0.047613,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:15:48+2:00",1,OutOfRange-0.000000,0.047613,0.052613,OutOfRange-0.000000,OutOfRange-4.000000,0.047613,0.047613,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:16:48+2:00",1,OutOfRange-0.000000,0.047628,0.052628,OutOfRange-0.000000,OutOfRange-4.000000,0.047295,0.047628,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:17:48+2:00",1,OutOfRange-0.000000,0.047628,0.052628,OutOfRange-0.000000,OutOfRange-4.000000,0.047628,0.047628,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:18:48+2:00",1,OutOfRange-0.000000,0.047295,0.052962,OutOfRange-0.000000,OutOfRange-4.000000,0.047295,0.047628,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:19:48+2:00",1,OutOfRange-0.000000,0.047295,0.052946,OutOfRange-0.000000,OutOfRange-4.000000,0.047613,0.047628,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:20:48+2:00",1,OutOfRange-0.000000,0.047613,0.052946,OutOfRange-0.000000,OutOfRange-4.000000,0.04728,0.047613,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:21:48+2:00",1,OutOfRange-0.000000,0.047613,0.052962,OutOfRange-0.000000,OutOfRange-4.000000,0.047628,0.047628,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:22:48+2:00",1,OutOfRange-0.000000,0.04728,0.052931,OutOfRange-0.000000,OutOfRange-4.000000,0.047613,0.047613,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:23:48+2:00",1,OutOfRange-0.000000,0.047628,0.052946,OutOfRange-0.000000,OutOfRange-4.000000,0.047628,0.047613,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:24:48+2:00",1,OutOfRange-0.000000,0.047628,0.052628,OutOfRange-0.000000,OutOfRange-4.000000,0.047628,0.047628,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:25:48+2:00",1,OutOfRange-0.000000,0.047295,0.052628,OutOfRange-0.000000,OutOfRange-4.000000,0.04728,0.047628,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:26:49+2:00",1,OutOfRange-0.000000,0.047295,0.052628,OutOfRange-0.000000,OutOfRange-4.000000,0.047295,0.047628,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:27:49+2:00",1,OutOfRange-0.000000,0.047295,0.052977,OutOfRange-0.000000,OutOfRange-4.000000,0.047644,0.047628,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:28:48+2:00",1,OutOfRange-0.000000,0.047628,0.052628,OutOfRange-0.000000,OutOfRange-4.000000,0.04731,0.047644,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:29:49+2:00",1,OutOfRange-0.000000,0.04731,0.052628,OutOfRange-0.000000,OutOfRange-4.000000,0.04731,0.047628,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:30:49+2:00",1,OutOfRange-0.000000,0.047325,0.052659,OutOfRange-0.000000,OutOfRange-4.000000,0.047325,0.047644,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:31:49+2:00",1,OutOfRange-0.000000,0.047325,0.052674,OutOfRange-0.000000,OutOfRange-4.000000,0.047341,0.047674,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:32:49+2:00",1,OutOfRange-0.000000,0.047325,0.052325,OutOfRange-0.000000,OutOfRange-4.000000,0.047325,0.047659,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:33:49+2:00",1,OutOfRange-0.000000,0.04731,0.05231,OutOfRange-0.000000,OutOfRange-4.000000,0.04731,0.047644,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:34:49+2:00",1,OutOfRange-0.000000,0.047325,0.052992,OutOfRange-0.000000,OutOfRange-4.000000,0.047325,0.047659,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,0,0,0,0
"2017-11-27 09:35:49+2:00",1,OutOfRange-0.000000,0.04731,0.052977,OutOfRange-0.000000,OutOfRange-4.000000,0.047644,0.047659,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:36:49+2:00",1,OutOfRange-0.000000,0.047659,0.052659,OutOfRange-0.000000,OutOfRange-4.000000,0.04731,0.047659,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:37:49+2:00",1,OutOfRange-0.000000,0.047295,0.052628,OutOfRange-0.000000,OutOfRange-4.000000,0.047295,0.047628,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:38:49+2:00",1,OutOfRange-0.000000,0.04728,0.052962,OutOfRange-0.000000,OutOfRange-4.000000,0.047295,0.047628,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:39:49+2:00",1,OutOfRange-0.000000,0.04728,0.05228,OutOfRange-0.000000,OutOfRange-4.000000,0.047613,0.047613,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:40:50+2:00",1,OutOfRange-0.000000,0.047628,0.052962,OutOfRange-0.000000,OutOfRange-4.000000,0.047295,0.047613,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:41:50+2:00",1,OutOfRange-0.000000,0.04728,0.052613,OutOfRange-0.000000,OutOfRange-4.000000,0.047613,0.047613,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:42:50+2:00",1,OutOfRange-0.000000,0.04731,0.052644,OutOfRange-0.000000,OutOfRange-4.000000,0.04731,0.047644,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:43:50+2:00",1,OutOfRange-0.000000,0.047644,0.052644,OutOfRange-0.000000,OutOfRange-4.000000,0.04731,0.047644,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:44:50+2:00",1,OutOfRange-0.000000,0.047295,0.052644,OutOfRange-0.000000,OutOfRange-4.000000,0.04731,0.047644,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:45:50+2:00",1,OutOfRange-0.000000,0.047295,0.052946,OutOfRange-0.000000,OutOfRange-4.000000,0.047613,0.047613,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:46:50+2:00",1,OutOfRange-0.000000,0.047568,0.052568,OutOfRange-0.000000,OutOfRange-4.000000,0.047234,0.047568,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:47:50+2:00",1,OutOfRange-0.000000,0.047522,0.052507,OutOfRange-0.000000,OutOfRange-4.000000,0.047522,0.047507,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:48:50+2:00",1,OutOfRange-0.000000,0.047492,0.052492,OutOfRange-0.000000,OutOfRange-4.000000,0.047158,0.047492,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:49:50+2:00",1,OutOfRange-0.000000,0.047446,0.052461,OutOfRange-0.000000,OutOfRange-4.000000,0.047461,0.047446,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:50:50+2:00",1,OutOfRange-0.000000,0.0474,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047734,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:51:50+2:00",1,OutOfRange-0.000000,0.047355,0.05237,OutOfRange-0.000000,OutOfRange-4.000000,0.04737,0.047703,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:52:50+2:00",1,OutOfRange-0.000000,0.047309,0.052643,OutOfRange-0.000000,OutOfRange-4.000000,0.047309,0.047643,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:53:51+2:00",1,OutOfRange-0.000000,0.047567,0.052885,OutOfRange-0.000000,OutOfRange-4.000000,0.047552,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:54:50+2:00",1,OutOfRange-0.000000,0.047582,0.052582,OutOfRange-0.000000,OutOfRange-4.000000,0.047249,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:55:51+2:00",1,OutOfRange-0.000000,0.047582,0.052582,OutOfRange-0.000000,OutOfRange-4.000000,0.047582,0.047582,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:56:51+2:00",1,OutOfRange-0.000000,0.047264,0.052597,OutOfRange-0.000000,OutOfRange-4.000000,0.047597,0.047597,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:57:51+2:00",1,OutOfRange-0.000000,0.047582,0.052915,OutOfRange-0.000000,OutOfRange-4.000000,0.047582,0.047915,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 09:58:51+2:00",1,OutOfRange-0.000000,0.047567,0.052885,OutOfRange-0.000000,OutOfRange-4.000000,0.047567,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,0,0,0,0,0
"2017-11-27 09:59:51+2:00",1,OutOfRange-0.000000,0.047506,0.052824,OutOfRange-0.000000,OutOfRange-4.000000,0.047506,0.047839,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:00:51+2:00",1,OutOfRange-0.000000,0.04743,0.052763,OutOfRange-0.000000,OutOfRange-4.000000,0.047415,0.047748,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:01:51+2:00",1,OutOfRange-0.000000,0.0474,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.0474,0.047733,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:02:51+2:00",1,OutOfRange-0.000000,0.047611,0.052945,OutOfRange-0.000000,OutOfRange-4.000000,0.047611,0.047611,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:03:51+2:00",1,OutOfRange-0.000000,0.047687,0.052687,OutOfRange-0.000000,OutOfRange-4.000000,0.047369,0.047703,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:04:51+2:00",1,OutOfRange-0.000000,0.04746,0.052809,OutOfRange-0.000000,OutOfRange-4.000000,0.04746,0.047794,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:05:51+2:00",1,OutOfRange-0.000000,0.047536,0.052536,OutOfRange-0.000000,OutOfRange-4.000000,0.047536,0.04787,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:06:51+2:00",1,OutOfRange-0.000000,0.047567,0.052218,OutOfRange-0.000000,OutOfRange-4.000000,0.047552,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:07:51+2:00",1,OutOfRange-0.000000,0.047612,0.052279,OutOfRange-0.000000,OutOfRange-4.000000,0.047612,0.047612,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:08:51+2:00",1,OutOfRange-0.000000,0.047673,0.05234,OutOfRange-0.000000,OutOfRange-4.000000,0.047658,0.047658,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:09:51+2:00",1,OutOfRange-0.000000,0.04734,0.052673,OutOfRange-0.000000,OutOfRange-4.000000,0.047355,0.047688,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:10:51+2:00",1,OutOfRange-0.000000,0.047627,0.052294,OutOfRange-0.000000,OutOfRange-4.000000,0.047279,0.047627,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:11:51+2:00",1,OutOfRange-0.000000,0.047643,0.052976,OutOfRange-0.000000,OutOfRange-4.000000,0.047643,0.047643,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,0,0,0,0,0
"2017-11-27 10:12:52+2:00",1,OutOfRange-0.000000,0.04734,0.052658,OutOfRange-0.000000,OutOfRange-4.000000,0.047325,0.047658,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:13:52+2:00",1,OutOfRange-0.000000,0.04734,0.053006,OutOfRange-0.000000,OutOfRange-4.000000,0.04734,0.047658,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:14:52+2:00",1,OutOfRange-0.000000,0.047309,0.052658,OutOfRange-0.000000,OutOfRange-4.000000,0.047309,0.047643,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:15:52+2:00",1,OutOfRange-0.000000,0.047279,0.052612,OutOfRange-0.000000,OutOfRange-4.000000,0.047612,0.047597,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:16:52+2:00",1,OutOfRange-0.000000,0.047218,0.052567,OutOfRange-0.000000,OutOfRange-4.000000,0.047233,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:17:52+2:00",1,OutOfRange-0.000000,0.047536,0.052521,OutOfRange-0.000000,OutOfRange-4.000000,0.047521,0.047536,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:18:52+2:00",1,OutOfRange-0.000000,0.047491,0.052809,OutOfRange-0.000000,OutOfRange-4.000000,0.047476,0.047809,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:19:52+2:00",1,OutOfRange-0.000000,0.04746,0.05246,OutOfRange-0.000000,OutOfRange-4.000000,0.04746,0.047779,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:20:52+2:00",1,OutOfRange-0.000000,0.04746,0.052779,OutOfRange-0.000000,OutOfRange-4.000000,0.047445,0.047794,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:21:52+2:00",1,OutOfRange-0.000000,0.04746,0.052794,OutOfRange-0.000000,OutOfRange-4.000000,0.047445,0.047794,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:22:52+2:00",1,OutOfRange-0.000000,0.047476,0.052809,OutOfRange-0.000000,OutOfRange-4.000000,0.047476,0.047809,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:23:52+2:00",1,OutOfRange-0.000000,0.047521,0.052855,OutOfRange-0.000000,OutOfRange-4.000000,0.047521,0.047839,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:24:52+2:00",1,OutOfRange-0.000000,0.047552,0.052885,OutOfRange-0.000000,OutOfRange-4.000000,0.047567,0.047885,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:25:52+2:00",1,OutOfRange-0.000000,0.047567,0.0529,OutOfRange-0.000000,OutOfRange-4.000000,0.047567,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:26:52+2:00",1,OutOfRange-0.000000,0.047612,0.05293,OutOfRange-0.000000,OutOfRange-4.000000,0.047612,0.047597,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:27:52+2:00",1,OutOfRange-0.000000,0.047612,0.052961,OutOfRange-0.000000,OutOfRange-4.000000,0.047627,0.047961,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:28:52+2:00",1,OutOfRange-0.000000,0.047309,0.052976,OutOfRange-0.000000,OutOfRange-4.000000,0.047643,0.047643,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:29:53+2:00",1,OutOfRange-0.000000,0.047612,0.052279,OutOfRange-0.000000,OutOfRange-4.000000,0.047627,0.047612,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:30:53+2:00",1,OutOfRange-0.000000,0.047582,0.05293,OutOfRange-0.000000,OutOfRange-4.000000,0.047582,0.047582,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:31:53+2:00",1,OutOfRange-0.000000,0.047536,0.05287,OutOfRange-0.000000,OutOfRange-4.000000,0.047552,0.04787,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:32:53+2:00",1,OutOfRange-0.000000,0.047536,0.05287,OutOfRange-0.000000,OutOfRange-4.000000,0.047536,0.047536,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:33:53+2:00",1,OutOfRange-0.000000,0.047491,0.052824,OutOfRange-0.000000,OutOfRange-4.000000,0.047491,0.047824,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:34:53+2:00",1,OutOfRange-0.000000,0.047491,0.052506,OutOfRange-0.000000,OutOfRange-4.000000,0.047491,0.047824,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:35:53+2:00",1,OutOfRange-0.000000,0.047445,0.052445,OutOfRange-0.000000,OutOfRange-4.000000,0.04746,0.047779,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:36:53+2:00",1,OutOfRange-0.000000,0.047642,0.052657,OutOfRange-0.000000,OutOfRange-4.000000,0.047309,0.047642,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:37:53+2:00",1,OutOfRange-0.000000,0.047642,0.052657,OutOfRange-0.000000,OutOfRange-4.000000,0.047642,0.047657,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:38:53+2:00",1,OutOfRange-0.000000,0.047627,0.05296,OutOfRange-0.000000,OutOfRange-4.000000,0.047627,0.047627,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:39:53+2:00",1,OutOfRange-0.000000,0.047369,0.052703,OutOfRange-0.000000,OutOfRange-4.000000,0.047703,0.047703,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:40:53+2:00",1,OutOfRange-0.000000,0.047415,0.052748,OutOfRange-0.000000,OutOfRange-4.000000,0.047748,0.047748,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:41:53+2:00",1,OutOfRange-0.000000,0.04746,0.052794,OutOfRange-0.000000,OutOfRange-4.000000,0.04746,0.047794,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:42:53+2:00",1,OutOfRange-0.000000,0.047506,0.052839,OutOfRange-0.000000,OutOfRange-4.000000,0.047506,0.047839,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:43:53+2:00",1,OutOfRange-0.000000,0.047552,0.052885,OutOfRange-0.000000,OutOfRange-4.000000,0.047552,0.047885,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,0,0,0,0,0
"2017-11-27 10:44:54+2:00",1,OutOfRange-0.000000,0.047567,0.052567,OutOfRange-0.000000,OutOfRange-4.000000,0.047567,0.047552,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 10:45:54+2:00",1,OutOfRange-0.000000,0.047582,0.052567,OutOfRange-0.000000,OutOfRange-4.000000,0.047567,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
